video,n_frames_sampled,n_frames_with_face,detection_rate,eye_openness_mean,eye_openness_var,mouth_openness_mean,mouth_openness_var,head_yaw_mean,head_yaw_var,head_pitch_mean,head_pitch_var,head_roll_mean,head_roll_var
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_02\Actor_02\01-01-01-01-01-01-02.mp4,55,55,1.0,0.29229402955972494,0.0006026383228357522,0.12472933006580826,0.016876111032798444,35.67057763509025,0.4280096187763126,9.155154120723228,0.0005304148556855015,179.4683801730182,0.0008705758585133561
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_02\Actor_02\01-01-01-01-01-02-02.mp4,54,54,1.0,0.27505803151980185,0.0021607602968476756,0.09911502930690126,0.01215801248859476,60.920585262396905,0.029286025339330446,9.298908739756156,0.0012334235012380068,-179.00659460908992,0.00029225933611010113
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_02\Actor_02\01-01-01-01-02-01-02.mp4,57,57,1.0,0.293913098556899,0.0010503239722738792,0.12056477433568796,0.015908278318336574,61.791980067254826,0.0001504517711937714,9.303453935767731,0.00019239330910891805,-179.34631422982483,0.00011475561954044089
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_02\Actor_02\01-01-01-01-02-02-02.mp4,54,54,1.0,0.295984875205343,0.0019657193296331505,0.11621799091514023,0.015667748766188046,-4.912480286642072,0.5249452333648821,7.601992536974439,0.0010220297730632044,179.73440477051923,0.0006248321191665296
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_02\Actor_02\01-01-02-01-01-01-02.mp4,58,58,1.0,0.24629080487019284,0.002114815227766594,0.130649692482743,0.01328334145092276,19.318935610368932,0.5137554908256873,8.99239718420844,0.0006375393390235518,179.5758099676217,0.0009957117024883555
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_02\Actor_02\01-01-02-01-01-02-02.mp4,60,60,1.0,0.2385820661676101,0.0031019973771555633,0.14543988729638185,0.01523094098679851,63.42550253119644,0.0003823728514461555,9.931771728636418,0.0003233421710693296,-179.3759425454836,0.00010445537435743724
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_02\Actor_02\01-01-02-01-02-01-02.mp4,58,58,1.0,0.2347384866189665,0.0025899345488864015,0.12175082870995875,0.010939161152294472,-32.810055978121746,0.4734659897231206,8.822306695304448,0.0011989549334423533,177.71895190034644,0.0016578434114244978
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_02\Actor_02\01-01-02-01-02-02-02.mp4,60,60,1.0,0.263713110934025,0.00011134059570112597,0.12610480456708212,0.011816609365974392,-42.81751483738846,0.41546746112261,9.259969939913777,0.0007024342608983325,178.03337218626103,0.0015173338567384675
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_02\Actor_02\01-01-02-02-01-01-02.mp4,62,62,1.0,0.2558125307179682,0.0008156206510385771,0.1457070201493389,0.018177416132321836,-58.406753301335044,0.17533835577808765,7.6080445681305235,0.0011131411630154187,177.7516967998377,0.0008068988321894288
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_02\Actor_02\01-01-02-02-01-02-02.mp4,61,61,1.0,0.2556058647465987,0.0009698163178957469,0.16836603621142848,0.020286168223804475,-29.58954035644908,0.48013848777145485,7.281183172399132,0.0015205204316772747,179.76203904820858,0.000682657386499419
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_03\Actor_03\01-01-01-01-01-01-03.mp4,52,52,1.0,0.28260500252969806,0.00036400202941364946,0.11080800472094474,0.014953125445087286,-64.90418275221477,3.4842282510605393e-05,7.674054796108489,8.071403455967019e-05,-179.52520686452033,4.038270669537436e-05
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_03\Actor_03\01-01-01-01-01-02-03.mp4,53,53,1.0,0.2890941431349803,5.0991256999746625e-05,0.10678927630956682,0.016271710980778644,-64.71900863702122,4.594093289700396e-05,7.627762964862864,0.0001140054484163322,-179.35992817877226,0.00014056200609635638
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_03\Actor_03\01-01-01-01-02-01-03.mp4,53,53,1.0,0.2554183099642527,0.00012975487280585273,0.1077395902719812,0.01247713066043795,-64.95409893531695,4.147251499453386e-05,8.406270494271007,6.775103928302606e-05,178.41026080878194,8.51092708469281e-05
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_03\Actor_03\01-01-01-01-02-02-03.mp4,52,52,1.0,0.25842602257640795,0.00011930242116267752,0.0987868547534083,0.01159531847168813,-64.81691523647622,6.258147250925994e-05,8.646674583674148,6.327129201522119e-05,179.45167369115913,0.00011289738887287903
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_03\Actor_03\01-01-02-01-01-01-03.mp4,58,58,1.0,0.22383108335525154,0.00010324767735612988,0.10720646570485758,0.010064965159959317,-65.28363042558198,2.2216893727611264e-05,8.383917762350068,9.475222311627896e-05,177.95356036145216,4.044111813994444e-05
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_03\Actor_03\01-01-02-01-01-02-03.mp4,56,56,1.0,0.23292058896844609,4.17903763689453e-05,0.09911065749505603,0.008896409790452973,-64.35406819466563,0.02935419328662814,8.06104727007081,0.0001334592424143688,177.58733927629297,8.174346404377086e-05
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_03\Actor_03\01-01-02-01-02-01-03.mp4,58,58,1.0,0.12917237728444253,0.0010376014763211557,0.14183152917520972,0.00904412374355767,-56.215301212811816,0.2788794383500176,4.296980440207203,0.0008898173533529175,-177.2025821729455,8.743794309862274e-05
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_03\Actor_03\01-01-02-01-02-02-03.mp4,60,60,1.0,0.18511530844567275,0.0005914263623502042,0.18023852780967134,0.014338964754584876,-66.70563748057707,0.0001819180822990596,5.338055541058176,0.00018124249196838083,-176.91400720864434,0.00015806188349565264
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_03\Actor_03\01-01-02-02-01-01-03.mp4,61,61,1.0,0.14870776732778632,0.00027372899615872093,0.18136030480475432,0.0069868992232957235,-66.55990480683226,6.084869387168457e-05,5.524093641796583,7.58937334983667e-05,179.64333253991597,0.0008664517273038186
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_03\Actor_03\01-01-02-02-01-02-03.mp4,60,60,1.0,0.19778468033661104,0.0007995131487356617,0.16902472587001274,0.0064753260717565425,-67.42830515493556,5.190240427466186e-05,7.734880921976677,0.00039171836820184325,-178.19066893396456,0.000785877494674514
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_04\Actor_04\01-01-01-01-01-01-04.mp4,50,50,1.0,0.2752369815202018,0.004207603398403033,0.0767011741453177,0.015112454873397978,64.59559190286222,4.90480043777719e-05,3.890918752808316,0.00028596990600227024,-177.2809550992889,0.00015263301544499175
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_04\Actor_04\01-01-01-01-01-02-04.mp4,51,51,1.0,0.2896016187012511,0.0019011672237361857,0.09823608331035773,0.016151268700667413,65.26559730477666,9.715364604401255e-05,3.0989923926815264,0.0002245449317157533,174.50218095222314,0.0014177580094196784
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_04\Actor_04\01-01-01-01-02-01-04.mp4,49,49,1.0,0.3033032703058776,0.0025890616947554005,0.06063546873693097,0.009227464463477967,63.84413847832507,1.7498931284554153e-05,4.316342831872242,6.227566688954411e-05,176.53619490617425,0.0005059677340593094
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_04\Actor_04\01-01-01-01-02-02-04.mp4,49,49,1.0,0.29833584665899904,0.0036089108442141117,0.07983912138783578,0.008591207542437184,40.356435041993,0.38879469030465197,2.802814096703139,0.0003518997267868418,-176.74594935249382,0.0009221662975896772
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_04\Actor_04\01-01-02-01-01-01-04.mp4,57,57,1.0,0.2244829993170244,0.0032453284618900492,0.18968126082565848,0.013773409979376082,63.5132207784819,0.09858555651526268,4.869468215340009,0.001885352764763093,176.7123899645203,0.04600540812903997
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_04\Actor_04\01-01-02-01-01-02-04.mp4,56,56,1.0,0.21552512250285025,0.0035403695102001896,0.20320191141386104,0.007839484781773737,34.189309773916115,0.515972542298619,2.3949532612623883,0.0004825850719294422,175.195404350978,0.006554499195991603
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_04\Actor_04\01-01-02-01-02-01-04.mp4,55,55,1.0,0.2544640144885958,0.0033981559727132796,0.15326943538252868,0.00921631931103992,46.31562666170801,0.390145766325825,1.7800309499403042,0.0004204012024550119,174.25780573555912,0.003386453981656601
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_04\Actor_04\01-01-02-01-02-02-04.mp4,54,54,1.0,0.31766965484445536,0.00826021883056897,0.14935295320493897,0.011637366773711156,43.54206388718755,0.4475167228118132,2.8598074767439345,0.0009795656544397957,177.38068732937586,0.007725246565665533
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_04\Actor_04\01-01-02-02-01-01-04.mp4,60,60,1.0,0.2573421544965365,0.0015037438189243193,0.16977663909279708,0.008665356701234424,0.4729243783443252,0.5887080382612515,-0.922290108926353,0.0007293386153519599,174.5028550965885,0.014589232676209929
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_04\Actor_04\01-01-02-02-01-02-04.mp4,57,57,1.0,0.2379052673407427,0.005461152001052112,0.20445381684844122,0.005687707586938281,36.70785546944312,0.5250717118588317,1.6783143246590324,0.001661646201992606,170.85761055811446,0.01369905069023114
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_05\Actor_05\01-01-01-01-01-01-05.mp4,54,54,1.0,0.28435138911376756,3.338714710397435e-05,0.07957175744287649,0.00821040634807102,-64.32423207874521,3.5616793835901994e-05,2.073425524141892,6.585630640409956e-05,-176.8320050719089,1.036209993987569e-05
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_05\Actor_05\01-01-01-01-01-02-05.mp4,55,55,1.0,0.28695034349240944,4.745128092423705e-05,0.08567206798413074,0.009479788312462116,-64.37797880822247,3.658620542457136e-05,1.4106318674690257,4.729788039159466e-05,-176.65208448486587,1.1969035410008821e-05
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_05\Actor_05\01-01-01-01-02-01-05.mp4,47,47,1.0,0.2881659166177549,4.301620366542322e-05,0.07496121658232915,0.0063469120340563815,-64.18951751277201,1.6288474546155562e-05,2.949916617217326,3.7336070912386e-05,-176.71785081053767,2.603492402986074e-05
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_05\Actor_05\01-01-01-01-02-02-05.mp4,54,54,1.0,0.2947461680757862,2.2784389445913426e-05,0.08410959067062367,0.007043487075468458,-64.16499618900815,2.706501994920174e-05,1.8441651040014775,4.921887271236436e-05,-176.70840691685902,3.5428519700952954e-05
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_05\Actor_05\01-01-02-01-01-01-05.mp4,61,61,1.0,0.20268144685857759,0.0012779526174172997,0.13278971525444838,0.011428108112999952,-62.23980985954719,0.10663149463080979,-2.0753685990220982,0.0011675493302737427,-169.22786575865098,0.0010274412619609707
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_05\Actor_05\01-01-02-01-01-02-05.mp4,62,62,1.0,0.19472560902641584,0.002125883208082367,0.19670650158895278,0.002855050379059341,-68.33943296561915,0.00012722797124742335,-4.704465380212608,0.0005746445026565405,-159.89296760348546,0.0007947635620548787
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_05\Actor_05\01-01-02-01-02-01-05.mp4,62,62,1.0,0.20389537700336324,0.0015137567055571338,0.1200096525832138,0.010536116212749481,-65.73526395798366,0.00019960552994480185,-3.036327426987695,0.000290557489098231,-162.90182671329657,0.00012843825611297266
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_05\Actor_05\01-01-02-01-02-02-05.mp4,64,64,1.0,0.1835166073791325,0.0022117873391581232,0.15704075446363328,0.0071570467305423074,-60.125029083428956,0.17736848222973622,-1.068117152912824,0.0012581499585325728,-165.48222685312993,0.000604046530393032
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_05\Actor_05\01-01-02-02-01-01-05.mp4,71,71,1.0,0.1867810075053428,0.0010702654139931708,0.23285566289468507,0.005280896204903312,-67.36679187801961,0.0002607881194952588,-2.8241954247940004,0.00030510570925079694,-158.6939275885284,0.0004288169092859784
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_05\Actor_05\01-01-02-02-01-02-05.mp4,68,68,1.0,0.190234377850812,0.002858395308570127,0.2056749684771566,0.003083369684131184,-65.74085967233508,0.008755253917217432,-3.0831572970392465,0.0010936488670556521,-157.8894676500874,0.029246671031109228
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_06\Actor_06\01-01-01-01-01-01-06.mp4,50,50,1.0,0.2910446724522829,0.0002915440786693399,0.1930678586153681,0.02294343791382682,65.10614954131954,7.313463241820362e-05,5.556700257640197,0.0001084490529849047,178.4071543122433,8.549427313153668e-05
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_06\Actor_06\01-01-01-01-01-02-06.mp4,54,54,1.0,0.3034898940433539,5.73447881600777e-05,0.2134531340356159,0.026398721566563314,65.21266477157968,7.216827634481948e-05,6.010101052762435,0.0001884414155227665,178.00037212656227,8.776586489933624e-05
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_06\Actor_06\01-01-01-01-02-01-06.mp4,51,51,1.0,0.29759546311049284,0.00010075986570956218,0.19626309246915347,0.02603249646224665,60.82120485306401,0.12683883036387344,7.945113762051573,0.0007837202620647465,179.74181236981548,0.000362681278534116
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_06\Actor_06\01-01-01-01-02-02-06.mp4,51,51,1.0,0.30428531726219915,4.456381215140441e-05,0.21088360389067384,0.028570100272244037,64.95537962694648,0.00010469686344483087,7.250234077996309,0.00023298812532634994,177.9478974280559,8.436538570155694e-05
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_06\Actor_06\01-01-02-01-01-01-06.mp4,60,60,1.0,0.2634580512401425,0.0003577143512212714,0.2099805700334871,0.019110261954074066,44.02294746641929,0.4027443668945013,3.911556686142447,0.000931904127709382,178.44102910514195,0.0006743971012758143
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_06\Actor_06\01-01-02-01-01-02-06.mp4,61,61,1.0,0.26295448687787676,0.0006184463972961353,0.21672715831202807,0.01746437067243672,12.546534652475478,0.5666023591877631,2.948781420533883,0.0007648287637160855,178.23130164260306,0.0013729984102685
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_06\Actor_06\01-01-02-01-02-01-06.mp4,59,59,1.0,0.26086173107338395,0.00035910150822971007,0.21076516951481894,0.020738978468651224,24.514837572259907,0.5349996260694458,4.63564787901421,0.0011978113905627419,-178.54119383013727,0.0005613058971299933
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_06\Actor_06\01-01-02-01-02-02-06.mp4,63,63,1.0,0.2817939034180622,0.0004954434090276652,0.21576409853091197,0.019741011309037874,20.9583616952415,0.5585805960096528,10.64587836260544,0.0007573822955228016,-173.99648062969115,0.00201179657478745
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_06\Actor_06\01-01-02-02-01-01-06.mp4,67,67,1.0,0.2635887763905789,0.0005017533453648,0.2505489933957523,0.017155463718801132,-32.075309525536255,0.5097543656480186,3.7734734660202887,0.0005932828768770992,-176.88290410644206,0.00028214915205548863
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_06\Actor_06\01-01-02-02-01-02-06.mp4,69,69,1.0,0.28137090202526555,0.00038781702265462963,0.23814742985966122,0.022176499825184732,49.69973353014514,0.33384558053137126,5.959061242328164,0.0004165475868053159,174.93255226436784,0.0011265593499464321
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_07\Actor_07\01-01-01-01-01-01-07.mp4,59,59,1.0,0.27087293624009673,0.002236646129550614,0.09917640055197345,0.011843237341782994,23.129370222049218,0.5647443504467741,7.190437458673187,0.0010859423760412046,-179.52682153191972,4.4509956435012654e-05
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_07\Actor_07\01-01-01-01-01-02-07.mp4,57,57,1.0,0.2646490038932576,0.0021313565435369416,0.09103960823827731,0.011335980887579615,-8.01899269263622,0.57553107888208,5.453372751068124,0.0008436257300279415,-179.49265725478713,0.00017559284205237446
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_07\Actor_07\01-01-01-01-02-01-07.mp4,57,57,1.0,0.24999340031682515,0.0028826539433420262,0.10797485267139502,0.007512754316691789,-65.7034507168989,0.028860002419768604,5.375783505443369,6.070630488419493e-05,178.863481175515,3.9773586511415715e-05
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_07\Actor_07\01-01-01-01-02-02-07.mp4,56,56,1.0,0.2799821562155925,3.2054623949206425e-05,0.09889942631343136,0.008780601879844164,35.20846090508075,0.49349930336105297,5.5673770473314095,0.002240757618617084,-179.54746402683097,0.0013114407354053448
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_07\Actor_07\01-01-02-01-01-01-07.mp4,52,52,1.0,0.22446157228870764,0.0029493671463348696,0.10552886639996716,0.01193103206914082,-56.95969119908838,0.28162507089433664,4.840326444645244,0.0009773974912841155,178.31031521773454,0.00016291254370393027
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_07\Actor_07\01-01-02-01-01-02-07.mp4,56,56,1.0,0.21555996154505117,0.0017519690418283727,0.1088962908726145,0.012719729929644385,48.90230253797909,0.4314639297416897,6.749900453819119,0.002432617544241844,-178.7426640830957,0.001087319366084749
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_07\Actor_07\01-01-02-01-02-01-07.mp4,53,53,1.0,0.21341842759965055,0.002619170053720296,0.09655520080658106,0.011793545397045647,-61.488708135346585,0.1857346063238715,2.2377727407944024,0.0001938072544170888,-173.76235945387643,0.00048054559469301594
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_07\Actor_07\01-01-02-01-02-02-07.mp4,53,53,1.0,0.23782836914913638,8.938677569003879e-05,0.08554480358361247,0.009389665282425077,48.44192324526324,0.4106404679410727,7.360772836046937,0.003521116301941518,178.61005951832541,0.000907741277737073
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_07\Actor_07\01-01-02-02-01-01-07.mp4,60,60,1.0,0.18556687179467637,0.0030832850125012785,0.14394267268873484,0.010473251502956608,-66.20298978019669,0.056405592304012764,1.4115605523404913,0.0007018437521869592,-172.76469725150457,0.0006713033395017165
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_07\Actor_07\01-01-02-02-01-02-07.mp4,58,58,1.0,0.21206050510893545,4.723928214557417e-05,0.10114178642840693,0.009515612846460922,40.18022704229136,0.5002246769972083,3.908957145015404,0.0014066180894694025,169.25192699476904,0.001505636093746876
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_08\Actor_08\01-01-01-01-01-01-08.mp4,53,53,1.0,0.30614753317249155,0.004261017917371348,0.1030599774843407,0.016112211090097514,-44.59420451520917,0.3512036701870681,5.175888774304292,0.0003936703805293984,-179.79883779458012,0.00035430133675329323
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_08\Actor_08\01-01-01-01-01-02-08.mp4,55,55,1.0,0.3291268515455868,0.0018828472408065186,0.09776247244381688,0.016699198290041583,9.782446690518098,0.5356003026581702,5.839121962273307,0.00019513362264111933,179.11487185606234,8.822083515203083e-05
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_08\Actor_08\01-01-01-01-02-01-08.mp4,53,53,1.0,0.31421682124653466,0.0031667127493104877,0.07496231761678296,0.012018982189371277,37.28776295346392,0.4194020655309536,4.458422705760696,0.00032753559715659186,178.15977576992157,0.0001143564306326228
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_08\Actor_08\01-01-01-01-02-02-08.mp4,53,53,1.0,0.30101647988812896,0.005475967036698448,0.09712093392107876,0.0152015776832429,-63.0042172889607,0.0001301692083519601,5.932237443859948,0.00020640548052430763,179.2250946167324,5.5416564840315985e-05
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_08\Actor_08\01-01-02-01-01-01-08.mp4,54,54,1.0,0.1938229058417819,0.009667514193705646,0.09854462993809057,0.00893559573676256,59.99070391625815,0.14672114141764436,10.07246386929716,0.0014534402845528538,-178.34006510409148,0.0016035993695475703
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_08\Actor_08\01-01-02-01-01-02-08.mp4,51,51,1.0,0.18918724063417555,0.011432825856846962,0.07529210481734136,0.009583888945996705,62.98251136481614,0.0003330921094948369,9.673431406766221,0.0012083301495438015,-175.25690260715814,0.0009783263488146732
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_08\Actor_08\01-01-02-01-02-01-08.mp4,52,52,1.0,0.20056570176111188,0.007202225805013336,0.07393441482693965,0.008759300102007532,55.27466033311949,0.21101893353361412,9.07981896595664,0.00302730211265434,-174.27603459513563,0.0021220994666099058
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_08\Actor_08\01-01-02-01-02-02-08.mp4,52,52,1.0,0.2152105126802175,0.004819573985786106,0.07314694017047002,0.00951302123744209,-55.176326315173114,0.2371433266078815,5.127624076282997,0.004240278010689047,-176.97561923618497,0.004376530685966218
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_08\Actor_08\01-01-02-02-01-01-08.mp4,55,55,1.0,0.16079065735883216,0.010791242279848444,0.07672562132664527,0.00764580861344522,-7.6898810570200276,0.5280655981415285,5.878517925923267,0.0028441713944580282,-176.90820399622854,0.001576126055524485
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_08\Actor_08\01-01-02-02-01-02-08.mp4,56,56,1.0,0.18710639067414866,0.011879295645580755,0.08750786338453932,0.01040447164129388,-64.9202341198518,0.00042252185589741753,5.115272203584698,0.0009063942332998565,-172.64324647743956,0.0024146114077754355
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_09\Actor_09\01-01-01-01-01-01-09.mp4,49,49,1.0,0.24678989311341606,0.0011723025836040057,0.056590343763472356,0.00902594820537614,-59.12950011823625,0.10726960255537155,0.296395695839224,5.787555815284229e-05,-173.88463211357976,0.04124973867445281
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_09\Actor_09\01-01-01-01-01-02-09.mp4,48,48,1.0,0.2596018629257652,0.00021705245712534018,0.0559617071059405,0.007835426551435728,63.641580300039266,2.0005219940166796e-05,1.9407959580822747,4.292933321492498e-05,178.63793830994592,1.3370016437641574e-05
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_09\Actor_09\01-01-01-01-02-01-09.mp4,50,50,1.0,0.26851652479792015,0.00016739305944308872,0.05064353380829785,0.00749487608128792,49.49030903576882,0.2999449473712482,1.5786858054540003,0.0011423654162473484,-179.584139796533,0.0019856673831394334
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_09\Actor_09\01-01-01-01-02-02-09.mp4,48,48,1.0,0.25002231237813116,0.0013311965994623584,0.0557973620345604,0.009211093502736327,-3.758202323634985,0.5277589720348064,1.125104110134078,0.0005484824988748471,-175.73593194566027,0.04326759979237871
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_09\Actor_09\01-01-02-01-01-01-09.mp4,50,50,1.0,0.10974285941606703,0.004527391004799428,0.07263405996912686,0.010464743116375167,-12.759220209459391,0.23326071348197808,3.8059005343362644,0.005910384285537473,-17.695173082491625,0.8636100702773253
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_09\Actor_09\01-01-02-01-01-02-09.mp4,50,50,1.0,0.18995987283509444,5.1421458002817144e-05,0.06957247790242488,0.008718013361438784,-33.915374693247294,0.2530716069656148,3.4270867275861163,0.002008327990347003,-161.92637513228607,0.6760790474477187
