video,duration_s,pitch_mean_hz,pitch_var_hz,energy_mean_rms,energy_var_rms,speech_ratio,n_pauses,mean_pause_duration_s,speaking_rate_proxy_hz
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_05\Actor_05\01-01-02-02-01-01-05.mp4,4.7380625,115.4261962081033,247.06802623132378,0.0010536140762269497,1.328274379375216e-06,0.5993265993265994,1,0.128,4.213483146067416
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_05\Actor_05\01-01-02-02-01-02-05.mp4,4.5045,113.15328311909049,266.1364618841829,0.000515766441822052,7.81841322350374e-07,0.5886524822695035,0,0.0,6.77710843373494
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_06\Actor_06\01-01-01-01-01-01-06.mp4,3.3366875,244.08812853171204,1735.337346628298,0.001630582264624536,4.774022727360716e-06,0.5885167464114832,1,0.352,3.048780487804878
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_06\Actor_06\01-01-01-01-01-02-06.mp4,3.603625,227.62208552449192,1316.6793416409685,0.002001540269702673,6.171047516545514e-06,0.6017699115044248,1,0.272,2.7573529411764706
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_06\Actor_06\01-01-01-01-02-01-06.mp4,3.403375,221.24938632300325,1188.9115419654572,0.0021798317320644855,9.039565156854223e-06,0.6009389671361502,2,0.392,2.44140625
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_06\Actor_06\01-01-01-01-02-02-06.mp4,3.43675,207.96260034639732,1120.49485518842,0.0021636844612658024,7.320536496990826e-06,0.5627906976744186,0,0.0,3.0991735537190084
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_06\Actor_06\01-01-02-01-01-01-06.mp4,4.037375,194.99892488185043,1438.3681138910274,0.0008351123542524874,1.2008451903966488e-06,0.6205533596837944,1,0.20800000000000002,2.786624203821656
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_06\Actor_06\01-01-02-01-01-02-06.mp4,4.104125,492.578362557948,390613.31995653716,0.0009809769690036774,9.597360985935666e-07,0.5797665369649806,1,0.192,3.3557046979865772
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_06\Actor_06\01-01-02-01-02-01-06.mp4,3.970625,202.47268593984015,313.9747043704008,0.0013642242411151528,1.9734682155103656e-06,0.606425702811245,0,0.0,6.208609271523179
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_06\Actor_06\01-01-02-01-02-02-06.mp4,4.2041875,588.3284971305962,506464.9337392357,0.0019944445230066776,5.505477474798681e-06,0.5741444866920152,0,0.0,2.8973509933774837
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_06\Actor_06\01-01-02-02-01-01-06.mp4,4.5045,742.6212546221007,653597.6677665692,0.0009949121158570051,1.8558520196165773e-06,0.6170212765957447,1,0.608,3.2327586206896552
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_06\Actor_06\01-01-02-02-01-02-06.mp4,4.6379375,353.7531060672569,230308.67795062062,0.0010006744414567947,1.4690619991597487e-06,0.6,0,0.0,2.873563218390805
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_07\Actor_07\01-01-01-01-01-01-07.mp4,3.903875,373.4981787183531,364043.7001272269,0.002751770429313183,1.0630205906636547e-05,0.5573770491803278,0,0.0,3.676470588235294
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_07\Actor_07\01-01-01-01-01-02-07.mp4,3.8038125,120.80124229688104,599.7979600163596,0.00292389583773911,1.1928630556212738e-05,0.5840336134453782,1,0.864,4.046762589928057
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_07\Actor_07\01-01-01-01-02-01-07.mp4,3.7704375,123.01172349160119,777.1630122098395,0.003453602781519294,1.5315352356992662e-05,0.5635593220338984,0,0.0,3.7593984962406015
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_07\Actor_07\01-01-01-01-02-02-07.mp4,3.7370625,432.55816143579085,484098.9025331265,0.0025140917859971523,9.10920698515838e-06,0.5982905982905983,1,0.736,4.017857142857142
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_07\Actor_07\01-01-02-01-01-01-07.mp4,3.470125,101.67604563072669,637.3178734526825,0.0018527600914239883,5.736392722610617e-06,0.5852534562211982,0,0.0,4.429133858267717
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_07\Actor_07\01-01-02-01-01-02-07.mp4,3.7370625,99.87023442321497,171.28869067567803,0.001620984054170549,3.8054458855185658e-06,0.5811965811965812,0,0.0,3.676470588235294
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_07\Actor_07\01-01-02-01-02-01-07.mp4,3.5035,115.61181312363433,436.268357712116,0.001896854373626411,4.395044470584253e-06,0.5981735159817352,1,0.16,5.248091603053435
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_07\Actor_07\01-01-02-01-02-02-07.mp4,3.536875,535.4280410396259,541193.5532768555,0.0019909259863197803,5.576936928264331e-06,0.5990990990990991,1,0.16,4.6992481203007515
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_07\Actor_07\01-01-02-02-01-01-07.mp4,4.004,450.1468228780921,499304.55535722594,0.0018092863028869033,3.029261733900057e-06,0.601593625498008,1,0.496,3.7251655629139075
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_07\Actor_07\01-01-02-02-01-02-07.mp4,3.8705625,561.7083981467227,537849.8301209406,0.0019436529837548733,4.5178690015745815e-06,0.5991735537190083,1,0.64,5.172413793103448
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_08\Actor_08\01-01-01-01-01-01-08.mp4,3.5035,210.38790430215343,813.175463645803,0.00250115804374218,9.644710189604666e-06,0.5753424657534246,3,0.07466666666666667,5.4563492063492065
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_08\Actor_08\01-01-01-01-01-02-08.mp4,3.6369375,178.3249583622052,3289.8913709359317,0.002665347885340452,1.0046487659565173e-05,0.5921052631578947,2,0.328,4.62962962962963
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_08\Actor_08\01-01-01-01-02-01-08.mp4,3.536875,202.7314841946063,510.71933142850145,0.0029738489538431168,1.309919298364548e-05,0.536036036036036,0,0.0,5.2521008403361344
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_08\Actor_08\01-01-01-01-02-02-08.mp4,3.5035,182.25867168048745,1787.1136425240852,0.0028244617860764265,1.2550846804515459e-05,0.5342465753424658,0,0.0,5.3418803418803416
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_08\Actor_08\01-01-02-01-01-01-08.mp4,3.603625,197.18536377547474,1320.4004563013896,0.0017678376752883196,4.346818968770094e-06,0.5929203539823009,1,0.28800000000000003,4.664179104477611
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_08\Actor_08\01-01-02-01-01-02-08.mp4,3.403375,208.7050477995866,297.6281539367731,0.0016369736986234784,3.962267783208517e-06,0.6197183098591549,1,0.20800000000000002,5.681818181818182
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_08\Actor_08\01-01-02-01-02-01-08.mp4,3.470125,194.00626159263155,360.67183134435095,0.001992475241422653,6.117939847172238e-06,0.5898617511520737,3,0.3146666666666667,3.90625
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_08\Actor_08\01-01-02-01-02-02-08.mp4,3.470125,184.75833048476565,2577.4972339029696,0.0017633357783779502,4.285558134142775e-06,0.5806451612903226,2,0.20800000000000002,4.464285714285714
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_08\Actor_08\01-01-02-02-01-01-08.mp4,3.6369375,173.81701936133578,3420.0491247600025,0.001460535917431116,2.8112717700423673e-06,0.5570175438596491,2,0.34400000000000003,8.366141732283465
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_08\Actor_08\01-01-02-02-01-02-08.mp4,3.7370625,202.14713637321623,249.83654835822122,0.0015270551666617393,2.7666530968417646e-06,0.594017094017094,1,0.384,6.2949640287769775
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_09\Actor_09\01-01-01-01-01-01-09.mp4,3.2699375,86.73296871462938,187.1620444758018,0.0013792099198326468,1.5604773579980247e-06,0.6,1,0.16,4.573170731707317
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_09\Actor_09\01-01-01-01-01-02-09.mp4,3.2031875,87.70739622852925,154.9014611800662,0.0009445889736525714,1.3808441963192308e-06,0.5621890547263682,1,0.192,4.977876106194691
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_09\Actor_09\01-01-01-01-02-01-09.mp4,3.3366875,86.30425177328536,312.48061672647816,0.0009990533581003547,1.7078923519875389e-06,0.6124401913875598,1,0.28800000000000003,3.41796875
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_09\Actor_09\01-01-01-01-02-02-09.mp4,3.2365625,87.39604590429404,63.103666547596134,0.001093083992600441,2.0804054656764492e-06,0.6108374384236454,1,0.256,4.032258064516129
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_09\Actor_09\01-01-02-01-01-01-09.mp4,3.3366875,87.7682939176926,242.19172178167054,0.0009459615685045719,1.6396600130974548e-06,0.5885167464114832,1,0.304,6.097560975609756
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_09\Actor_09\01-01-02-01-01-02-09.mp4,3.3366875,90.60172931328204,201.56045899880087,0.001097511500120163,2.3007557956589153e-06,0.5933014354066986,1,0.528,5.040322580645161
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_09\Actor_09\01-01-02-01-02-01-09.mp4,3.470125,93.34933559482165,461.8408619747824,0.001745810848660767,5.611162578134099e-06,0.5990783410138248,1,0.368,3.3653846153846154
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_09\Actor_09\01-01-02-01-02-02-09.mp4,3.57025,88.63505079230335,123.13058610378313,0.0011092900531366467,1.8750472463580081e-06,0.5803571428571429,1,0.48,5.769230769230769
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_09\Actor_09\01-01-02-02-01-01-09.mp4,3.3366875,81.7922681225821,52.71810389201975,0.0005242807092145085,3.830774062407727e-07,0.6124401913875598,1,0.304,4.39453125
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_09\Actor_09\01-01-02-02-01-02-09.mp4,3.43675,81.70956138098323,54.118226497157124,0.000719018978998065,4.824843244932708e-07,0.6093023255813953,0,0.0,8.587786259541984
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_10\Actor_10\01-01-01-01-01-01-10.mp4,3.536875,182.4431937220022,5092.978515800883,0.00985553115606308,0.00014661450404673815,0.5675675675675675,0,0.0,3.4722222222222223
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_10\Actor_10\01-01-01-01-01-02-10.mp4,3.8371875,563.3757947404165,396215.93517168285,0.007945768535137177,9.476567356614396e-05,0.5875,0,0.0,5.762411347517731
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_10\Actor_10\01-01-01-01-02-01-10.mp4,3.7370625,447.41291536455094,340850.7968018399,0.011856977827847004,0.0001931311417138204,0.6153846153846154,1,0.24,3.0381944444444446
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_10\Actor_10\01-01-01-01-02-02-10.mp4,3.6703125,437.2333980218729,323742.7714843609,0.008054889738559723,9.766062430571765e-05,0.6,1,0.176,4.076086956521738
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_10\Actor_10\01-01-02-01-01-01-10.mp4,3.57025,571.1883360429792,296518.03023135604,0.008244214579463005,8.662147592986003e-05,0.5982142857142857,1,0.24,5.597014925373134
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_10\Actor_10\01-01-02-01-01-02-10.mp4,3.603625,197.56552025639425,551.7774079122242,0.007644136901944876,8.94605545909144e-05,0.6017699115044248,0,0.0,4.136029411764706
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_10\Actor_10\01-01-02-01-02-01-10.mp4,3.6369375,579.7049741574764,377371.4945345659,0.010370860807597637,0.0001512836170149967,0.5877192982456141,1,0.336,2.798507462686567
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_10\Actor_10\01-01-02-01-02-02-10.mp4,3.7036875,464.19005148333736,261885.51432054825,0.011074012145400047,0.00018177027232013643,0.5818965517241379,1,0.368,4.62962962962963
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_10\Actor_10\01-01-02-02-01-01-10.mp4,3.7370625,207.66456136107655,2947.369438189776,0.008314968086779118,9.680787479737774e-05,0.5982905982905983,1,0.24,3.1249999999999996
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_10\Actor_10\01-01-02-02-01-02-10.mp4,3.7370625,236.36214915138004,384.2402156755473,0.010671591386198997,0.00016512602451257408,0.5897435897435898,1,0.656,4.076086956521738
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_11\Actor_11\01-01-01-01-01-01-11.mp4,3.1364375,108.50842181332925,403.77479493580427,0.001824630773626268,5.6557878451712895e-06,0.5989847715736041,2,0.224,3.1779661016949152
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_11\Actor_11\01-01-01-01-01-02-11.mp4,3.103125,111.13324743993138,623.8346763564398,0.0025708540342748165,1.0864670002774801e-05,0.5876288659793815,1,0.096,2.7412280701754383
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_11\Actor_11\01-01-01-01-02-01-11.mp4,3.2031875,108.6244159312789,362.4949155583904,0.0021924925968050957,8.02898284746334e-06,0.5771144278606966,2,0.264,2.693965517241379
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_11\Actor_11\01-01-01-01-02-02-11.mp4,3.1698125,104.9449205848317,513.921601471393,0.002268909476697445,7.331074812100269e-06,0.5728643216080402,2,0.192,4.385964912280701
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_11\Actor_11\01-01-02-01-01-01-11.mp4,3.2699375,103.48426898586295,275.37577425337116,0.0011156101245433092,1.6527075104022515e-06,0.5804878048780487,0,0.0,5.2521008403361344
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_11\Actor_11\01-01-02-01-01-02-11.mp4,3.3366875,99.04926746805704,169.80125076755007,0.0013661058619618416,2.126371782651404e-06,0.5980861244019139,1,0.752,4.5
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_11\Actor_11\01-01-02-01-02-01-11.mp4,3.3366875,102.94307982054289,324.89138947995883,0.001946796546690166,6.309302989393473e-06,0.5789473684210527,2,0.384,3.615702479338843
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_11\Actor_11\01-01-02-01-02-02-11.mp4,3.6703125,100.96722111428197,145.39618505646771,0.001346152974292636,1.992507122849929e-06,0.5869565217391305,1,0.752,5.092592592592593
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_11\Actor_11\01-01-02-02-01-01-11.mp4,3.8371875,94.70086735357405,258.9402762236783,0.0010357147548347712,1.3334979485080112e-06,0.5791666666666667,1,0.20800000000000002,5.845323741007194
archive\Data\Video_Dataset\Video_Dataset\Video_Speech_Actor_11\Actor_11\01-01-02-02-01-02-11.mp4,3.7370625,113.01860826209426,122.64371744488055,0.0009592575952410698,1.2883525641882443e-06,0.5512820512820513,1,0.64,9.205426356589147
